web-scraper-order,web-scraper-start-url,place,place-href,karwei_name,karwei_addres,karwei_city
"1762859293-1","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Zwolle","https://www.karwei.nl/vestigingen/zwolle","KARWEI Zwolle","G. Stephensonstraat 6","ZWOLLE"
"1762859296-2","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Zutphen","https://www.karwei.nl/vestigingen/zutphen","KARWEI Zutphen","De Stoven 47","ZUTPHEN"
"1762859298-3","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Zevenaar","https://www.karwei.nl/vestigingen/zevenaar","KARWEI Zevenaar","Edisonstraat 20/a","ZEVENAAR"
"1762859300-4","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Zaandam","https://www.karwei.nl/vestigingen/zaandam","KARWEI Zaandam","Stormhoek 21/A","ZAANDAM"
"1762859302-5","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Wolvega","https://www.karwei.nl/vestigingen/wolvega","KARWEI Wolvega","Jachtwerfstraat 3","WOLVEGA"
"1762859304-6","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Wijk bij Duurstede","https://www.karwei.nl/vestigingen/wijk-bij-duurstede","KARWEI Wijk bij Duurstede","Hoge Maat 6/a","WIJK BIJ DUURSTEDE"
"1762859307-7","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Westland-De Lier","https://www.karwei.nl/vestigingen/westland-de-lier","KARWEI Westland-De Lier","Leehove 7","DE LIER"
"1762859309-8","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Weesp","https://www.karwei.nl/vestigingen/weesp","KARWEI Weesp","Nijverheidslaan 1/B","WEESP"
"1762859311-9","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Waalwijk","https://www.karwei.nl/vestigingen/waalwijk","KARWEI Waalwijk","Prof. Zeemanweg 14","WAALWIJK"
"1762859313-10","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Vught","https://www.karwei.nl/vestigingen/vught","KARWEI Vught","De Schakel 2","VUGHT"
"1762859315-11","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Venlo-Tegelen","https://www.karwei.nl/vestigingen/venlo-tegelen","KARWEI Venlo-Tegelen","Ariënsstraat 96","VENLO"
"1762859317-12","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Veenendaal","https://www.karwei.nl/vestigingen/veenendaal","KARWEI Veenendaal","Groeneveldselaan 33","VEENENDAAL"
"1762859320-13","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Valkenswaard","https://www.karwei.nl/vestigingen/valkenswaard","KARWEI Valkenswaard","De Vest 74","VALKENSWAARD"
"1762859322-14","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Valkenburg","https://www.karwei.nl/vestigingen/valkenburg","KARWEI Valkenburg","De Valkenberg 16","VALKENBURG LB"
"1762859324-15","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Utrecht-Vleuterweide","https://www.karwei.nl/vestigingen/utrecht-vleuterweide","KARWEI Utrecht-Vleuterweide","Mostperenlaan 4","VLEUTEN"
"1762859326-16","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Utrecht-Overvecht","https://www.karwei.nl/vestigingen/utrecht-overvecht","KARWEI Utrecht-Overvecht","Seinedreef 25","UTRECHT"
"1762859328-17","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Uden","https://www.karwei.nl/vestigingen/uden","KARWEI Uden","Loopkantstraat 25/A","UDEN"
"1762859330-18","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Tilburg-Reeshof","https://www.karwei.nl/vestigingen/tilburg-reeshof","KARWEI Tilburg-Reeshof","Brakman 77","TILBURG"
"1762859333-19","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Tiel","https://www.karwei.nl/vestigingen/tiel","KARWEI Tiel","Simon Stevinstraat 26","TIEL"
"1762859335-20","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Ter Apel","https://www.karwei.nl/vestigingen/ter-apel","KARWEI Ter Apel","Viaductstraat 58/59","TER APEL"
"1762859337-21","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Surhuisterveen-Opende","https://www.karwei.nl/vestigingen/surhuisterveen-opende","KARWEI Surhuisterveen-Opende","De Wending 4","OPENDE"
"1762859339-22","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Steenwijk","https://www.karwei.nl/vestigingen/steenwijk","KARWEI Steenwijk","Broekslagen 4","STEENWIJK"
"1762859341-23","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Steenbergen","https://www.karwei.nl/vestigingen/steenbergen","KARWEI Steenbergen","Houtzagerij 4","STEENBERGEN"
"1762859343-24","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Someren-Asten","https://www.karwei.nl/vestigingen/someren-asten","KARWEI Someren-Asten","Witvrouwenbergweg 11","SOMEREN"
"1762859346-25","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Soest","https://www.karwei.nl/vestigingen/soest","KARWEI Soest","Weteringpad 13","SOEST"
"1762859348-26","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Sneek","https://www.karwei.nl/vestigingen/sneek","KARWEI Sneek","Wolkammersstraat 1","SNEEK"
"1762859350-27","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Schijndel","https://www.karwei.nl/vestigingen/schijndel","KARWEI Schijndel","Galvaniweg 26","SCHIJNDEL"
"1762859352-28","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Schagen","https://www.karwei.nl/vestigingen/schagen","KARWEI Schagen","Witte Paal 203","SCHAGEN"
"1762859354-29","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Rotterdam-Nieuw Kralingen","https://www.karwei.nl/vestigingen/rotterdam-nieuw-kralingen","KARWEI Rotterdam-Nieuw Kralingen","Boezembocht 32","ROTTERDAM"
"1762859357-30","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Rotterdam","https://www.karwei.nl/vestigingen/rotterdam","KARWEI Rotterdam","Maashaven Zuidzijde 100","ROTTERDAM"
"1762859359-31","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Rosmalen-Hintham","https://www.karwei.nl/vestigingen/rosmalen-hintham","KARWEI Rosmalen-Hintham","Kloosterstraat 1/A","ROSMALEN"
"1762859361-32","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Roosendaal","https://www.karwei.nl/vestigingen/roosendaal","KARWEI Roosendaal","Borchwerf 8/a","ROOSENDAAL"
"1762859363-33","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Roelofarendsveen","https://www.karwei.nl/vestigingen/roelofarendsveen","KARWEI Roelofarendsveen","Lasso Zuid 21","ROELOFARENDSVEEN"
"1762859365-34","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Rijssen","https://www.karwei.nl/vestigingen/rijssen","KARWEI Rijssen","Galvanistraat 11/a","RIJSSEN"
"1762859367-35","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Rhenen-Elst","https://www.karwei.nl/vestigingen/rhenen-elst","KARWEI Rhenen-Elst","Tasveld 38","RHENEN"
"1762859370-36","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Purmerend","https://www.karwei.nl/vestigingen/purmerend","KARWEI Purmerend","Neckerstraat 14","WIJDEWORMER"
"1762859372-37","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Papendrecht","https://www.karwei.nl/vestigingen/papendrecht","KARWEI Papendrecht","Burg. Keijzerweg 24","PAPENDRECHT"
"1762859374-38","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Ommen","https://www.karwei.nl/vestigingen/ommen","KARWEI Ommen","Balkerweg 1","OMMEN"
"1762859376-39","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Oisterwijk","https://www.karwei.nl/vestigingen/oisterwijk","KARWEI Oisterwijk","Sprendlingenpark 48","OISTERWIJK"
"1762859378-40","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Numansdorp","https://www.karwei.nl/vestigingen/numansdorp","KARWEI Numansdorp","Voltastraat 1","NUMANSDORP"
"1762859381-41","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Noordwijkerhout","https://www.karwei.nl/vestigingen/noordwijkerhout","KARWEI Noordwijkerhout","Walserij 101","NOORDWIJKERHOUT"
"1762859383-42","https://www.karwei.nl/vestigingen/overzicht?_gl=1*yptrie*_up*MQ..*_gs*MQ..&gclid=CjwKCAiA2svIBhB-EiwARWDPjuYN_7FbQ4zt2MpiTwMMzYofh0JWL7U0rRIHHPjfC9K_75RVnsKeNxoCsA8QAvD_BwE&gclsrc=aw.ds&gbraid=0AAAAADshOIT5HPa_WJY4uuwfdx7sBLTPV","KARWEI Nijmegen","https://www.karwei.nl/vestigingen/nijmegen","KARWEI Nijmegen","Industrieweg 103/A","NIJMEGEN"
